beta cauchy
0.635757949106966 0.956690736478778
0.315054420170858 -5.96960381022151
0.570296013653597 0.201577547332885
0.736001701408982 -1.28120747935601
0.493887401188298 -0.141951881816708
0.865801339650582 -0.781971462356772
0.457923631814218 -5.3456923964854
0.0283846666878678 -2.71644989222004
0.587215115410759 10.702293550786
0.519291079970955 61.3565061063411
0.634443478321541 -0.39783263228013
0.458622365023659 1.30266383307957
0.32920283928223 -19.7399048859464
0.367944448306237 6.79012058926498
0.305505829420541 10.6562784498956
0.389273062650473 -2.49911250929717
0.650358106023895 0.535112860042233
0.518972365999334 0.648606013788543
0.266818204340645 -3.49975172996689
0.644777853873862 2.77123149930263
0.411461183942908 -1.88727812418473
0.511498144787971 4.58668550687645
0.387614720893838 -13.0807112794541
0.205172683027467 1.75712380112852
0.39749015256633 0.0365154314247916
0.142447098029299 1.52419030346246
0.605731876727236 43.7777661662064
0.556927334096049 1.86713991116082
0.582159288890215 33.6265613035084
0.284747214973687 -2.93641464911961
0.781838368547576 -0.16908177301556
0.592340572038952 4.57127500737455
0.433435429930698 2.37658272628782
0.689014898139876 -19.3231345589336
0.709537931229748 3.32318941553104
0.906215288317586 -2.00790634718972
0.559295902566151 89.8617359693273
0.709093560938164 2.81494020306814
0.338388945544358 -0.256562072962323
0.875744636408711 -10.024194730443
0.492567338635007 5.89545403764871
0.495851563945565 -0.499010741877169
0.263710658445694 -1.11249814587211
0.721465993704017 -0.470102920732808
0.491999321506434 0.556319506836716
0.839775534084998 -1.39595799067175
0.697292435063833 -9.57322516449838
0.726927792818923 5.77415598480758
0.371895337187552 1.72888630002921
0.239190386283271 -12.8620078195573
0.506027279232971 -20.7618959416631
0.529793951059663 0.595506550547414
0.63194394540132 -1.4885260358065
0.723699848680818 -3.88852500346412
0.56499526820001 -0.33750862385387
0.709026052490337 -2.61953667925188
0.605520778153158 0.176570937308851
0.699649997395963 -16.6835822837109
0.665857492103785 21.941210696323
0.524152097403472 1.44333598532232
0.593634075187112 -0.76462301610095
0.68095567958438 4.82139942148769
0.485507246797844 -2.11477284207652
0.421294455254374 0.420620297740317
0.38987602653765 -1.29321537985239
0.536731635156041 -0.164215105022622
0.444974343097718 0.189956884047966
0.785387056067333 3.42836783200643
0.207761469626572 6.04247219961661
0.825381276370929 36.6277736753536
0.215842909650458 -23.6161352762266
0.373865336682265 -1.40427677261585
0.468347133252781 -7.68567111243333
0.358026524253209 0.239855757306577
0.332584862434661 2.44278316918261
0.47825243474017 -0.0771178818864861
0.447020517717832 -22.2642829752808
0.602632119100755 -4.62342755370922
0.71458649913813 0.250928483096077
0.339047335504409 -6.71399131130807
0.710728599121599 5.10029516208116
0.861792784416531 -15.888844455019
0.445419852970211 -2.52868243138023
0.802890844693254 1.71605009370894
0.724559729228577 -0.874496067468959
0.324485577918171 1.08354316889825
0.719285987635246 -1.55767397335541
0.79447936644626 -4.52210140598193
0.61401860440093 0.0434874964300054
0.104437650814084 -2.22208599495118
0.295480194465238 2.42141085789858
0.528770523144212 17.4656898724692
0.136048405461927 -5.64980684542157
0.527301964515952 7.75665316240702
0.559755672664485 7.41766818682772
0.966652416626529 1.99626872897574
0.532172644905 0.276372436790961
0.485503358472124 0.21265046038597
0.500592574497178 0.576000432123157
0.742658186918249 -1.57573886107342
0.355670561709782 -1.81765169270393
0.356267901878731 2.63501562877673
0.507542082715714 -3.16381385306105
0.683426724704252 -1.11197437592653
0.241975939682318 597.676727785923
0.585670540785392 0.0030101039756257
0.500293236839337 -2.40859534991111
0.383919691766485 -4.27704168894347
0.379526722632557 0.061188348799064
0.54538957278677 -4.09664240527677
0.769711003089664 -8.49077518104367
0.292034314939944 -175.164441466526
0.518679521211225 -7.98792943500447
0.617266813996316 1.58049829754386
0.608402935913217 2.40154706669837
0.493508006167166 -1.20399392005442
0.339817445031761 0.148272029787336
0.5818152005369 8.15104892883321
0.452386764257532 -11.8724324280133
0.433772159496898 -2.95676546101629
0.51586023725157 -2.49975576705683
0.547598684728264 3.06382358789744
0.467821609082829 2.74710574793573
0.485153028083066 17.3513513734357
0.54921323609621 7.67934233465184
0.738911351423899 4.67191642814988
0.960657330112931 0.794146986337272
0.384836933283513 -1.29660644837489
0.886572066374233 22.4168436527905
0.261341040211925 -0.0699672182463202
0.0827328148985135 -2.95532705667553
0.942387831434342 1.76122771292274
0.800396664572821 2.97345475384765
0.705839242910651 2.35331219668451
0.341528238326388 -3.33450554896597
0.369169467819238 1.08581309953119
0.0753994913930024 -7.76789215418721
0.628138845075779 1.11314382546507
0.522715919723686 173.412354725111
0.584265219384213 -1.58243153240851
0.549958625348241 -1.24163178700747
0.749910852662091 0.253203186991388
0.282239383803929 5.52876764200754
0.557553999281411 -1.22689364321448
0.597904286560061 1.38701632859077
0.50623043109097 4.71190127576571
0.650356692901511 -2.09312929273527
0.565934748208993 -0.900099121491127
0.577520528056634 22.4258580538128
0.423999778806431 -4.98059786126386
0.557079444557981 -0.201885113321106
0.578126098297275 -2.07400719179582
0.242572882904547 0.800468040673319
0.69714116023994 -0.0688361281453099
0.861786533908681 -6.80625063986079
0.654062532002753 -1.46620499282
0.465064884076615 -8.0862888988381
0.778874264797304 -1.41703034978843
0.586763198475936 -3.70304335831324
0.74139876840518 -15.4103465213743
0.507959139186009 -5.19222098697489
0.602179496063873 4.72740343231845
0.323807155610142 12.191400754164
0.460435574174934 -0.931622799514615
0.297166907825338 0.451726987949754
0.32186521047821 1.23787299838004
0.875989880183882 -1.23085333940946
0.309644734427508 1.3079111032204
0.636273720541124 -2.07732752462221
0.501360119817554 -5.32935138923412
0.5663739965806 19.038217815475
